no;codigo;nome;descricao;pasta;classificacao;autor;numero_revisao;ultima_revisao;data_aprovacao;proxima_revisao;data_validade;documentos_controlados;matriz;sub_area
684;POP.1064;Manual Operacional - Emissão Minutas de Embarque - Sumaré CD;;Sumaré CD;Procedimento Operacional Padrão;Denise Miranda;1;2025-07-08;2025-07-14;2026-07-14;2026-10-12;Sim;;
685;POP.1065;Manual Operacional - Emissão de Romaneio na Plataforma Hodie - Sumaré CD;;Sumaré CD;Procedimento Operacional Padrão;Denise Miranda;1;2025-05-14;2025-05-15;2026-05-15;2026-08-13;Sim;;
686;POP.1066;Manual Operacional - Operação do Varilux XR - Visolab;;Visolab;Procedimento Operacional Padrão;Jaldo Reis;;2024-05-17;2024-06-05;2026-06-05;2026-09-04;Sim;;
687;POP.1067;Calibración Operativa - Angulo de Prisma - PRA;;PRA;Procedimento Operacional Padrão;Pauline Gomez;;2024-05-22;2024-07-10;2026-07-10;2026-10-09;Sim;;
688;POP.1068;Manual Operacional - Compra de Matéria-Prima - Grown;;Grown;Procedimento Operacional Padrão;João Sales;;2024-06-03;2024-06-06;2026-06-05;2026-09-04;Sim;;
689;POP.1069;Calibración Operativa - Perpendicularidad - VFT Orbti 1;;VFT Orbit 1;Procedimento Operacional Padrão;Pauline Gomez;2;2024-08-23;2024-09-19;2025-09-19;2025-12-18;Sim;;
690;POP.107;Controle de Parâmetros -  Estufa Memmert;;04-Cura;Procedimento Operacional Padrão;Marília Novais;4;2022-10-06;2023-10-03;2025-10-02;2025-12-31;Sim;HMC;Forno / Estufa
691;POP.1070;Manual Operacional - Abertura de chamados no Engeman - Visolab;;Visolab;Procedimento Operacional Padrão;Jaldo Reis;;2024-06-18;2024-07-01;2026-07-01;2026-09-30;Sim;;
692;POP.1071;Manual Operacional - Blocadora Weco C6;;Outros;Procedimento Operacional Padrão;Evany Rabelo;;2024-06-21;2025-11-11;2026-11-11;2027-02-09;Sim;;
693;POP.1072;Manual Operacional - Produto Não Conforme - Repro;;Repro;Procedimento Operacional Padrão;Laura Vaz;1;2025-11-21;2025-11-24;2026-11-24;2027-02-22;Sim;;
694;POP.1073;Manual Operacional - Compra e Recebimento de Blocos e Lentes - Tecnolens;;Tecnolens;Procedimento Operacional Padrão;Vinicius Silva;;2024-07-19;2024-07-23;2026-07-23;2026-10-22;Sim;RECEBIMENTO;"Recebimento
Blocos e Lentes"
695;POP.1075;Manual Operacional - Estoque de Blocos (FIFO) - Grown;;Grown;Procedimento Operacional Padrão;Rubens Paixão;1;2025-10-24;2025-11-07;2026-11-07;2027-02-05;Sim;;
696;POP.1076;Manual Operacional - Embalagem dos Serviços da Montagem - Grown;;Grown;Procedimento Operacional Padrão;Priscila Souza;;2024-07-25;2024-08-06;2026-08-06;2026-11-04;Sim;;
697;POP.1078;Manual Operacional - Elaboração e Revisão de Documentos;;11-APRENDIZAGEM QUALIEX;Procedimento Operacional Padrão;Nathália Brandão;;2024-08-07;2024-08-27;2026-08-27;2026-11-25;Sim;;
698;POP.1079;Manual Operacional Pré-Inspeção (Repro);;01-Pré-Inspeção - Preparação;Procedimento Operacional Padrão;Larissa Alves;;2024-08-07;2024-08-07;2026-08-07;2026-11-05;Sim;;
699;POP.108;Manual Operacional - Forno Essemtec;;04-Cura;Procedimento Operacional Padrão;Taís Flores;3;2020-09-23;2021-01-04;2025-10-27;2025-12-27;Sim;HMC;Forno / Estufa
700;POP.1080;Manual Operacional Pré-Inspeção (Visolab);;01-Pré-Inspeção - Preparação;Procedimento Operacional Padrão;Jaldo Reis;;2024-08-08;2024-08-12;2026-08-12;2026-11-10;Sim;;
701;POP.1081;Manual Operacional - Inspeção Final - Visolab;;09-Inspeção Final;Procedimento Operacional Padrão;Jaldo Reis;;2024-08-08;2024-08-12;2026-08-12;2026-11-10;Sim;;
702;POP.1082;Manual Operacional - Embalagem de Lentes - Visolab;;Visolab;Procedimento Operacional Padrão;Jaldo Reis;;2024-08-15;2024-08-15;2026-08-14;2026-11-12;Sim;;
703;POP.1083;Manual Operacional - Verificação Lux;;Verificação Lux;Procedimento Operacional Padrão;Nathália Brandão;;2024-08-16;2024-08-27;2026-08-27;2026-11-25;Sim;QUALIDADE;CALIBRAÇÃO
704;POP.1084;Calibracion Operativa - Laser Flash UV;;Laser Flash UV;Procedimento Operacional Padrão;Nathália Brandão;;2024-09-03;2024-09-18;2025-09-18;2025-12-17;Sim;;
705;POP.1085;Calibração Operacional - Laser Flash UV;;Laser Flash UV;Procedimento Operacional Padrão;Marcelo Bastos;;2024-09-05;2024-09-18;2025-09-18;2025-12-17;Sim;;
706;POP.1086;Manual Operacional - Calibração do Inspetor Referência;;Inspetor Referência;Procedimento Operacional Padrão;Lucineide Pereira;;2024-09-09;2024-09-26;2025-09-26;2026-12-25;Sim;;
707;POP.1087;Calibração Operacional - Perpendicularidade - VFT Orbit 1;;VFT Orbit 1;Procedimento Operacional Padrão;Robson Azevedo;;2024-09-16;2024-09-18;2025-09-18;2025-12-17;Sim;;
708;POP.1088;Manual Operacional - Devolução - Sumaré CD;;Sumaré CD;Procedimento Operacional Padrão;Nathália Brandão;;2024-09-16;2024-09-16;2025-09-16;2025-12-15;Sim;;
709;POP.1089;Manual Operacional - Triagem de Pedidos da Expedição e Faturamento do Sedex - Grown;;Grown;Procedimento Operacional Padrão;Luis Felipe;;2024-09-27;2024-10-14;2025-10-14;2026-01-12;Sim;;
710;POP.109;Manual Operacional - Forno Dima;;04-Cura;Procedimento Operacional Padrão;Christiano Silva;4;2023-05-17;2023-07-17;2026-07-16;2026-10-15;Sim;HMC;0
711;POP.1090;Manual Operacional - Importação de Pedidos da Expedição - Grown;;Grown;Procedimento Operacional Padrão;Luis Felipe;;2024-09-27;2024-10-14;2025-10-14;2026-01-12;Sim;;
712;POP.1091;Manual Operacional - Higienização da Câmara de Trabalho (VFT Orbit 1 e 2) - Technopark;;Technopark;Procedimento Operacional Padrão;Rodrigo Brandão;;2024-10-01;2024-10-21;2025-10-21;2026-01-19;Sim;;
713;POP.1092;Manual Operacional - Pós-Vendas - Ceditop;;Ceditop;Procedimento Operacional Padrão;Giovana Sturmer;1;2025-09-09;2025-09-27;2026-09-27;2026-12-26;Sim;;
714;POP.1095;Manual Operacional - Chamado de Compras Opex - Repro;;Repro;Procedimento Operacional Padrão;Debora Rocha;;2024-10-25;2024-10-28;2025-10-28;2026-01-26;Sim;;
715;POP.1096;Manual Operacional - Lançamento de Notas Fiscais (Garantia, Beneficiário e Simples remessa) - Grown;;Grown;Procedimento Operacional Padrão;Maisa Silva;;2024-10-29;2024-11-04;2025-11-04;2026-02-02;Sim;;
716;POP.1097;Manual Operacional Pré-Inspeção (Grown);;01-Pré-Inspeção - Preparação;Procedimento Operacional Padrão;Bruno Cangussu;1;2025-02-12;2025-02-12;2026-02-12;2026-05-13;Sim;;
717;POP.1098;Manual Operacional - Detector de UV Martinato AM-221N;;04-COLORAÇÃO;Procedimento Operacional Padrão;Renan Barbosa;;2024-10-29;2024-11-08;2025-11-08;2026-02-06;Sim;;
718;POP.1099;Manual Operacional - Estoque de Lentes Prontas (FIFO) - Grown;;Grown;Procedimento Operacional Padrão;Matheus Gomes;;2024-10-31;2024-11-04;2025-11-04;2026-02-02;Sim;;
719;POP.1100;Calibração Operacional - VFT Orbit 2i;;VFT Orbit 2i;Procedimento Operacional Padrão;Robson Azevedo;;2024-10-31;2024-11-18;2025-11-18;2026-02-16;Sim;;
720;POP.1102;Manual Operacional - Operação do Varilux XR - Grown;;Grown;Procedimento Operacional Padrão;Natalia Silva;1;2025-03-11;2025-03-25;2026-03-25;2026-06-23;Sim;;
721;POP.1103;Manual Operacional - Criação de Local de Estoques de Blocos e Lentes Prontas - Grown;;Grown;Procedimento Operacional Padrão;Rodrigo Silva;;2024-12-13;2025-01-13;2026-01-13;2026-04-13;Sim;;
722;POP.1104;Manual Operacional - Ajuste de Saldo - Grown;;Grown;Procedimento Operacional Padrão;Rodrigo Silva;;2024-12-13;2025-01-13;2026-01-13;2026-04-13;Sim;;
723;POP.1105;Manual Operacional – Conferência de Montagem com Gabarito – Repro;;Repro;Procedimento Operacional Padrão;Anderson Smaniotto;;2024-12-19;2024-12-26;2025-12-26;2026-03-26;Sim;;
724;POP.1106;Manual Operacional - Inventário de Estoques - Grown;;Grown;Procedimento Operacional Padrão;Rodrigo Silva;;2024-12-24;2025-01-13;2026-01-13;2026-04-13;Sim;;
725;POP.1107;Manual Operacional - Processos e Relatórios de Garantia - Visolab;;Visolab;Procedimento Operacional Padrão;Jaldo Reis;;2025-01-10;2025-02-17;2026-02-17;2026-05-18;Sim;;
726;POP.1108;Manual Operacional - Fluxo de Entrada de Material na Expedição - Technopark;;Technopark;Procedimento Operacional Padrão;Fabrina Souza;;2025-01-13;2025-02-21;2026-02-21;2026-05-22;Sim;;
727;POP.1109;Manual Operacional - Ações Preventivas e Corretivas Laser Flash UV - Technopark;;Technopark;Procedimento Operacional Padrão;Fabrina Souza;1;2025-08-19;2025-09-05;2026-09-05;2026-12-04;Sim;;
728;POP.111;Limpeza do Forno DIMA;;04-Cura;Procedimento Operacional Padrão;Carlos Anselme;4;2019-12-03;2019-12-10;2025-09-10;2025-12-10;Sim;HMC;0
729;POP.1110;Manual Operacional - Aprovação de quebra - Technopark;;Technopark;Procedimento Operacional Padrão;Fabrina Souza;;2025-01-13;2025-02-21;2026-02-21;2026-05-22;Sim;;
730;POP.1112;Manual Operacional – Limpeza de Pipeta - Repro;;Repro;Procedimento Operacional Padrão;Laura Vaz;;2025-01-31;2025-02-04;2026-02-04;2026-05-05;Sim;;
731;POP.1113;Manual Operacional - Inventário de Estoque - digiTOP;;digiTOP;Procedimento Operacional Padrão;Nickolle Rodrigues;;2025-02-11;2025-02-14;2026-02-14;2026-05-15;Sim;;
732;POP.1114;Calibração Operacional - Spin MRIII;;05-SPIN;Procedimento Operacional Padrão;Renan Barbosa;;2025-02-17;2025-02-20;2026-02-20;2026-05-21;Sim;;
733;POP.1115;Manual Operacional - Mapa de Produção Industrial - Tecnolens;;Tecnolens;Procedimento Operacional Padrão;Vinicius Silva;;2025-02-19;2025-03-05;2026-03-05;2026-06-03;Sim;QUALIDADE;TI
734;POP.1118;Manual Operacional - Montagem de Garra - SCL CDC1000;;01-Pré-Inspeção - Preparação;Procedimento Operacional Padrão;Larissa Alves;;2025-02-26;2025-07-09;2026-07-09;2026-10-07;Sim;;
735;POP.1119;Manual Operacional - Certificação de Pedidos - Grown;;Grown;Procedimento Operacional Padrão;Luis Felipe;1;2025-10-21;2025-11-05;2026-11-05;2027-02-03;Sim;;
736;POP.112;Manutenção do Forno Dima;;04-Cura;Procedimento Operacional Padrão;Robson Soares;3;2019-11-27;2019-12-13;2025-09-10;2025-12-10;Sim;HMC;0
737;POP.1120;Requisição de Insumos - digiTOP;;digiTOP;Procedimento Operacional Padrão;Nickolle Rodrigues;;2025-03-13;2025-03-17;2026-03-17;2026-06-15;Sim;;
738;POP.1121;Manual Operacional - Conferência Final da Surfaçagem - Grown;;Grown;Procedimento Operacional Padrão;Silvio Silva;;2025-03-17;2025-05-08;2026-05-08;2026-08-06;Sim;;
739;POP.1122;Manual Operacional - Armazenamento de blocos e lentes no estoque - Visolab;;Visolab;Procedimento Operacional Padrão;Jaldo Reis;;2025-03-18;2025-05-02;2026-05-02;2026-07-31;Sim;;
740;POP.1124;Procedimento Ordem de Serviço - Fracttal;;00-Fracttal;Procedimento Operacional Padrão;Rodrigo Brandão;;2025-04-29;2025-06-09;2026-06-09;2026-09-07;Sim;;
741;POP.1125;Manual Operacional - Lançamentos de Notas Fiscais (Tratamento Antirreflexo) - digiTOP;;digiTOP;Procedimento Operacional Padrão;Nickolle Rodrigues;;2025-04-30;2025-05-07;2026-05-07;2026-08-05;Sim;;
742;POP.1126;Manual Operacional - Inspeção Final - Grown;;09-Inspeção Final;Procedimento Operacional Padrão;Silvio Silva;;2025-04-30;2025-07-10;2026-07-10;2026-10-08;Sim;;
743;POP.1127;Manual Operacional - Armazenagem - Sumaré CD;;Sumaré CD;Procedimento Operacional Padrão;Denise Miranda;1;2025-05-16;2025-06-17;2026-06-17;2026-09-15;Sim;;
744;POP.1128;Manual Operacional - Embalagem - Sumaré CD;;Sumaré CD;Procedimento Operacional Padrão;Denise Miranda;1;2025-07-10;2025-07-14;2026-07-14;2026-10-12;Sim;;
745;POP.1129;Manual Operacional - Etiqueta de Identificação Exportação - Sumaré CD;;Sumaré CD;Procedimento Operacional Padrão;Denise Miranda;;2025-05-14;2025-05-15;2026-05-15;2026-07-17;Sim;;
746;POP.113;Limpeza e Manutenção - Forno Essemtec;;04-Cura;Procedimento Operacional Padrão;Marília Novais;4;2022-09-02;2022-11-03;2026-01-19;2026-04-18;Sim;HMC;Forno / Estufa
747;POP.1130;Serviços de Garantia - Visolab;;Visolab;Procedimento Operacional Padrão;Jaldo Reis;2;2025-05-21;2025-05-29;2026-05-29;2026-08-27;Sim;;
748;POP.1132;Limpieza del sistema de pulido centralizado;;00-General;Procedimento Operacional Padrão;Pauline Gomez;;2025-06-03;2025-06-10;2026-06-10;2026-09-08;Sim;;
749;POP.1133;Limpeza do sistema de polimento centralizado;;00-Geral;Procedimento Operacional Padrão;Pauline Gomez;;2025-06-03;2025-06-10;2026-06-10;2026-09-08;Sim;;
750;POP.1134;Manual Operacional - Bazel HC6 - Lab Rio;;LabRio;Procedimento Operacional Padrão;Jéssica de Aquino;;2025-06-04;2025-06-10;2026-06-10;2026-09-08;Sim;;
751;POP.1135;Manual Operacional - Retrabalho Surfaçagem - Lab Rio;;LabRio;Procedimento Operacional Padrão;Jéssica de Aquino;;2025-06-04;2025-06-10;2026-06-10;2026-09-08;Sim;;
752;POP.1136;Limpeza e Manutenção - Bazell HC6 - Lab Rio;;LabRio;Procedimento Operacional Padrão;Jéssica de Aquino;;2025-06-04;2025-06-10;2026-06-10;2026-09-08;Sim;;
753;POP.1137;Limpeza e Manutenção - Slurry System - Lab Rio;;LabRio;Procedimento Operacional Padrão;Jéssica de Aquino;;2025-06-04;2025-06-10;2026-06-10;2026-09-08;Sim;;
754;POP.1138;Limpeza e Manutenção da Derretedora de Alloy - Lab Rio;;LabRio;Procedimento Operacional Padrão;Jéssica de Aquino;;2025-06-04;2025-06-10;2026-06-10;2026-09-08;Sim;;
755;POP.1139;Manual Operacional - Digitação para Pré-Produção Lab Rio;;LabRio;Procedimento Operacional Padrão;Vanessa Santana da Silva;;2025-06-04;2025-06-10;2026-06-10;2026-08-08;Sim;;
756;POP.114;Controle de Parâmetros - Forno Essemtec;;04-Cura;Procedimento Operacional Padrão;Lucineide Pereira;2;2019-11-27;2022-02-22;2026-08-10;2026-11-09;Sim;HMC;Forno / Estufa
757;POP.1141;Manual Operacional - Conferência de Pedidos Manual - Sumaré CD;;Sumaré CD;Procedimento Operacional Padrão;Denise Miranda;;2025-06-17;2025-07-14;2026-07-14;2026-10-12;Sim;;
758;POP.1142;Manual Operacional - Controle de Quantidade de Quebras - Grown;;Grown;Procedimento Operacional Padrão;Rodrigo Silva;;2025-06-24;2025-08-29;2026-08-29;2026-11-27;Sim;;
759;POP.1143;Manual Operacional – Lançamento de Notas Fiscais (Tratamento Antirreflexo) – Optilab;;Optilab;Procedimento Operacional Padrão;Nickolle Rodrigues;;2025-06-26;2025-07-09;2026-07-09;2026-10-07;Sim;;
760;POP.1144;Manual Operacional - Conferência de Pedidos Automática - Sumaré CD;;Sumaré CD;Procedimento Operacional Padrão;Denise Miranda;;2025-07-07;2025-07-14;2026-07-14;2026-10-12;Sim;;
761;POP.1145;Salvar Resultados dos Testes de HC - Lab Rio;;LabRio;Procedimento Operacional Padrão;Renan Barbosa;;2025-07-08;2025-07-14;2026-07-14;2026-10-12;Sim;;
762;POP.1146;Remoção da Camada de Proteção do Antirreflexo (Blue Pad) - Lab Rio;;LabRio;Procedimento Operacional Padrão;Renan Barbosa;;2025-07-09;2025-07-14;2026-07-14;2026-10-12;Sim;;
763;POP.1147;Simulação de Documento;;Backup;Procedimento Operacional Padrão;Jessika Menacho;;2025-07-10;2025-07-10;2026-07-10;2026-10-08;Sim;;
764;POP.1148;Manual Operacional - Recebimento Matéria-Prima e Insumos - Sumaré Laboratório;;Sumaré Laboratório;Procedimento Operacional Padrão;Denise Miranda;;2025-07-18;2025-07-24;2026-07-24;2026-10-22;Sim;;
765;POP.1150;Manual Operacional - Lançamento de Quebras e Defeito de Bloco - digiTOP;;digiTOP;Procedimento Operacional Padrão;Nickolle Rodrigues;;2025-08-02;2025-08-05;2026-08-05;2026-11-03;Sim;;
766;POP.1151;Manual Operacional - Manutenção Iogun - Mark I;;00-Geral AR;Procedimento Operacional Padrão;Alexander Mendes;;2025-08-05;2025-08-28;2026-08-28;2026-11-26;Sim;;
767;POP.1154;POP.Manual Operacional-  Cálculo de Serviços- Ceditop;;Ceditop;Procedimento Operacional Padrão;Leticia Santos;;2025-08-11;2025-09-05;2026-09-05;2026-12-04;Sim;;
768;POP.1156;Manual Operacional - Limpeza das Evaporadoras - Grown;;00-Geral AR;Procedimento Operacional Padrão;Bruno Cangussu;;2025-08-14;2025-08-29;2026-08-29;2026-11-27;Sim;;
769;POP.1157;Manual Operacional - Retirada de Serviço no Balcão - Repro;;Repro;Procedimento Operacional Padrão;Debora Rocha;1;2025-08-21;2025-08-27;2026-08-27;2026-11-25;Sim;;
770;POP.1158;Expedição, Faturamento e Envio de Pedidos - Repro;;Repro;Procedimento Operacional Padrão;Debora Rocha;1;2025-08-21;2025-08-27;2026-08-27;2026-11-25;Sim;;
771;POP.1159;Manual Operacional - Quebras de Armação - Repro;;Repro;Procedimento Operacional Padrão;Laura Vaz;;2025-08-20;2025-08-29;2026-08-29;2026-11-27;Sim;;
772;POP.1160;Manual Operacional - Reembolso de  Armação - Technopark;;Technopark;Procedimento Operacional Padrão;Rodrigo Lima;;2025-08-22;2025-10-30;2026-10-30;2027-01-28;Sim;;
773;POP.1161;Perda e danificação de propriedade do Cliente - Tecnolens;;Tecnolens;Procedimento Operacional Padrão;Vinicius Silva;;2025-08-29;2025-09-12;2026-09-12;2026-12-11;Sim;Atendimento;0
774;POP.1162;Reposição de Estoque - Tecnolens;;Tecnolens;Procedimento Operacional Padrão;Vinicius Silva;;2025-09-01;2025-09-12;2026-09-12;2026-12-11;Sim;Estoque;Reposição de Estoque
775;POP.1178;Manual Operacional - Inventário de Estoque - Optilab;;Optilab;Procedimento Operacional Padrão;Nickolle Rodrigues;;2025-10-02;2025-10-13;2026-10-13;2027-01-11;Sim;;
776;POP.1180;Manual Operacional – Inicio e Término de Separação do Estoque de Blocos - Grown;;Grown;Procedimento Operacional Padrão;Rubens Paixão;;2025-10-14;2025-10-28;2026-10-28;2027-01-26;Sim;;
777;POP.119;;;;;;;;;;;;;
778;POP.1190;Manual Operacional - Recebimento de Mercadoria - Repro;;Repro;Procedimento Operacional Padrão;Debora Rocha;;2025-11-21;2025-11-26;2026-11-26;2027-02-24;Sim;;
779;POP.1191;Manual Operacional - Armazenamento de Mercadoria - Repro;;Repro;Procedimento Operacional Padrão;Debora Rocha;;2025-11-21;2025-11-26;2026-11-26;2027-02-24;Sim;;
780;POP.120;;;;;;;;;;;;;
781;POP.123;Padrão de Qualidade do FOG-ID;;07-FOG;Procedimento Operacional Padrão;Vagner Domingos;1;2019-02-22;2019-02-22;2025-11-11;2026-02-11;Não;HMC;"Inspeção Final: 
Controle Final"
782;POP.125;Manual Operacional - 3DT FOG-ID;;07-FOG;Procedimento Operacional Padrão;Evellyn Santos;3;2023-11-29;2023-12-28;2025-12-27;2026-03-27;Sim;HMC;"Inspeção Final: 
Controle Final"
783;POP.132;Limpeza e Manutenção - CCM Mithril 1.5;;CCM;Procedimento Operacional Padrão;Christiano Silva;6;2024-04-19;2024-04-25;2026-04-24;2026-07-24;Sim;HMC;0
784;POP.138;Manual Operacional - CCM Mithril 1.5;;CCM;Procedimento Operacional Padrão;Nathália Brandão;3;2019-09-18;2021-02-23;2026-02-02;2026-05-02;Sim;HMC;0
785;POP.142;Limpeza e Manutenção da D9-DP e  D9-PAC;;D9 DP;Procedimento Operacional Padrão;Carlos Anselme;3;2019-12-04;2019-12-19;2026-01-03;2026-05-02;Sim;;
786;POP.146;Descontaminação do Sistema de Água DI - D13;;D13;Procedimento Operacional Padrão;Carlos Anselme;3;2019-12-02;2020-12-04;2026-01-19;2026-04-19;Sim;;
787;POP.148;Manual Operacional – D13 (Mithril 1.6);;D13;Procedimento Operacional Padrão;Felipe Costa;2;2023-06-30;2023-10-27;2025-10-26;2026-01-24;Sim;;
788;POP.149;Limpeza e Manutenção da D13;;D13;Procedimento Operacional Padrão;Carlos Anselme;3;2019-12-18;2019-12-19;2026-04-16;2026-07-15;Sim;;
789;POP.150;Preparação de Químicos – D13 (Mithril 1.6);;D13;Procedimento Operacional Padrão;Felipe Costa;5;2023-06-30;2024-07-15;2026-07-15;2026-10-14;Sim;;
790;POP.152;Limpeza e Manutenção – D645 (Mithril 1.6);;D645;Procedimento Operacional Padrão;Christiano Silva;6;2023-05-17;2024-01-31;2025-01-30;2026-02-12;Sim;;
791;POP.155;Preparação de Químicos – D645 (Mithril 1.6);;D645;Procedimento Operacional Padrão;Christiano Silva;6;2025-02-12;2025-05-30;2026-05-30;2026-08-28;Sim;;
792;POP.156;Manual Operacional – D645 (Mithril 1.6);;D645;Procedimento Operacional Padrão;Christiano Silva;5;2025-02-12;2025-05-30;2026-05-30;2026-08-28;Sim;;
793;POP.157;;;;;;;;;;;;;
794;POP.159;Manual Operacional - Jateamento CMV;;06-Jateamento;Procedimento Operacional Padrão;Renan Barbosa;5;2024-09-19;2024-10-16;2025-10-16;2026-01-14;Sim;HMC;Antirreflexo
795;POP.160;Limpeza e Manutenção - Jateamento CMV;;06-Jateamento;Procedimento Operacional Padrão;Renan Barbosa;4;2023-06-01;2023-07-17;2026-07-16;2026-10-15;Sim;HMC;Antirreflexo
796;POP.164;Limpeza e Manutenção - CTA Automática 25L;;CTA Automática;Procedimento Operacional Padrão;Marília Novais;5;2022-09-23;2024-05-20;2026-05-20;2026-08-19;Sim;;
797;POP.165;Manual Operacional - CTA Automática 25L;;CTA Automática;Procedimento Operacional Padrão;Marília Novais;4;2022-09-02;2023-10-03;2025-10-02;2025-12-31;Sim;;
798;POP.196;Retirada do Antirreflexo com Alkalisol BFA (Ingenchem);;00-Geral Destratamento;Procedimento Operacional Padrão;Solange Viana;4;2022-04-27;2022-05-11;2026-08-10;2026-11-09;Sim;HMC;Antirrisco: Destratamento e Verniz
799;POP.210;Materiais e Peças de Instalação HMC;;00-Geral HMC;Procedimento Operacional Padrão;Carlos Anselme;2;2019-12-04;2022-09-20;2025-09-20;2026-01-19;Não;HMC;0
800;POP.211;Matriz Troubleshooting HMC;;00-Troubleshooting;Procedimento Operacional Padrão;Fábio Silva;2;2019-08-07;2019-12-13;2026-02-19;2026-05-20;Não;HMC;0
801;POP.212;;;;;;;;;;;;;
802;POP.213;Troubleshooting HMC;;00-Troubleshooting;Procedimento Operacional Padrão;Fábio Silva;2;2019-08-07;2019-11-26;2026-02-17;2026-05-17;Não;HMC;0
803;POP.214;Chiller;;Utilidades;Procedimento Operacional Padrão;Fábio Silva;3;2019-08-07;2019-12-12;2025-07-20;2025-11-30;Sim;MAN. HMC;CHILLER
804;POP.216;Manual Operacional Pré (MG);;01-Pré-Inspeção - Preparação;Procedimento Operacional Padrão;Vagner Domingos;4;2020-03-18;2020-08-19;2024-06-01;2026-09-02;Sim;HMC;0
805;POP.241;Montagem de Garra (16 e 32 Lentes);;01-Pré-Inspeção - Preparação;Procedimento Operacional Padrão;Evellyn Santos;8;2025-02-10;2025-05-30;2026-05-30;2026-08-28;Sim;HMC;Antirrisco: Destratamento e Verniz
806;POP.242;Fluxo de Retonos Garantias e Laudos - Coatings;;Laudos;Procedimento Operacional Padrão;Vagner Domingos;1;2019-02-27;2019-02-27;2026-08-10;2026-11-09;Sim;;
807;POP.251;;;;;;;;;;;;;
808;POP.253;Curva Teórica Crizal Prevencia M1.5;;00-Curvas de Antirreflexo;Procedimento Operacional Padrão;Dalson Souza;4;2022-05-20;2022-09-20;2025-09-20;2025-12-19;Sim;HMC;0
809;POP.254;;;;;;;;;;;;;
810;POP.255;;;;;;;;;;;;;
811;POP.256;Fluxo Testes Qualidade AR;;Testes AR;Procedimento Operacional Padrão;Lucineide Pereira;11;2024-04-09;2024-04-11;2026-04-13;2026-07-13;Sim;HMC;Teste de Qualidade AR
812;POP.257;;;;;;;;;;;;;
813;POP.258;;;;;;;;;;;;;
814;POP.262;Teste da Borracha - NX 10;;Testes AR;Procedimento Operacional Padrão;Jessika Menacho;8;2021-04-19;2021-10-15;2022-10-15;2026-11-09;Sim;HMC;Teste de Qualidade AR
815;POP.263;Teste do Sal - RCO2;;Testes AR;Procedimento Operacional Padrão;Jessika Menacho;12;2025-04-24;2025-05-30;2026-05-30;2026-08-28;Sim;HMC;Teste de Qualidade AR
816;POP.264;Teste Caneta (Ink Test);;Testes AR;Procedimento Operacional Padrão;Lucineide Pereira;11;2023-08-08;2023-08-11;2026-08-10;2026-11-09;Sim;HMC;Teste de Qualidade AR
817;POP.266;Teste Bola de Plasma;;Testes AR;Procedimento Operacional Padrão;Lucineide Pereira;11;2023-08-09;2023-08-11;2026-08-10;2026-11-09;Sim;HMC;Teste de Qualidade AR
818;POP.267;Calibração do SMR (Sistema de Medição por Reflexão);;Testes AR;Procedimento Operacional Padrão;Taís Flores;9;2023-07-13;2023-09-13;2025-09-12;2025-12-11;Sim;HMC;Teste de Qualidade AR
819;POP.268;Medição e Calibração do SMR-UV;;Testes AR;Procedimento Operacional Padrão;Jessika Menacho;8;2025-04-24;2025-05-30;2026-05-30;2026-08-28;Sim;HMC;Teste de Qualidade AR
820;POP.269;Fluxo de Testes de Qualidade HC;;Testes HC;Procedimento Operacional Padrão;Nathália Brandão;5;2024-03-07;2024-03-12;2026-05-20;2026-08-20;Sim;HMC;Teste de Qualidade HC
821;POP.270;;;;;;;;;;;;;
822;POP.272;;;;;;;;;;;;;
823;POP.273;Teste de Medição de Espessura;;Testes HC;Procedimento Operacional Padrão;Priscila Mourão;6;2019-06-25;2019-07-03;2026-06-30;2026-09-29;Sim;HMC;Teste de Qualidade HC
824;POP.274;Teste de Extrato Seco - Mithril 1.5 - Sartorius;;Testes HC;Procedimento Operacional Padrão;Jessika Menacho;6;2025-04-22;2025-05-15;2026-05-15;2026-08-13;Não;HMC;Teste de Qualidade HC
825;POP.275;Teste de Adesão - Mithril 1.5, 1.6 e UV-NV / UV-XBT;;Testes HC;Procedimento Operacional Padrão;Jessika Menacho;6;2025-04-24;2025-05-30;2026-05-30;2026-08-28;Sim;HMC;Teste de Qualidade HC
826;POP.276;;;;;;;;;;;;;
827;POP.283;Teste de Concentração de Soda 10% com densímetro;;Testes HC;Procedimento Operacional Padrão;Taís Flores;3;2021-06-30;2022-04-13;2025-10-13;2026-01-13;Sim;HMC;0
828;POP.285;Teste de Viscosidade - Automático com Brookfield LVDVE;;Testes HC;Procedimento Operacional Padrão;Jessika Menacho;5;2023-04-06;2023-08-18;2025-08-17;2026-02-12;Sim;HMC;0
829;POP.293;Teste de Concentração da Soda 10%;;Testes HC;Procedimento Operacional Padrão;Carlos Anselme;5;2019-12-04;2020-12-04;2026-04-21;2026-07-21;Sim;HMC;0
830;POP.295;Preparação de Químicos - Solução Indicadora de pH;;00-Geral Testes;Procedimento Operacional Padrão;Lucineide Pereira;6;2021-11-09;2022-02-21;2026-08-20;2026-11-18;Sim;HMC;0
