no;codigo;nome;descricao;pasta;classificacao;autor;numero_revisao;ultima_revisao;data_aprovacao;proxima_revisao;data_validade;documentos_controlados;matriz;sub_area
706;POP.1069;Calibración Operativa - Perpendicularidad - VFT Orbti 1;;VFT Orbit 1;Procedimento Operacional Padrão;Pauline Gomez;2;23/08/2024;19/09/2024;19/09/2025;18/12/2025;Sim;;
707;POP.107;Controle de Parâmetros -  Estufa Memmert;;04-Cura;Procedimento Operacional Padrão;Marília Novais;4;06/10/2022;03/10/2023;02/10/2025;31/12/2025;Sim;HMC;Forno / Estufa
708;POP.1070;Manual Operacional - Abertura de chamados no Engeman - Visolab;;Visolab;Procedimento Operacional Padrão;Jaldo Reis;0;18/06/2024;01/07/2024;01/07/2026;30/09/2026;Sim;;
709;POP.1071;Manual Operacional - Blocadora Weco C6;;Outros;Procedimento Operacional Padrão;Evany Rabelo;0;21/06/2024;11/11/2025;11/11/2026;09/02/2027;Sim;;
710;POP.1072;Manual Operacional - Produto Não Conforme - Repro;;Repro;Procedimento Operacional Padrão;Laura Vaz;1;21/11/2025;24/11/2025;24/11/2026;22/02/2027;Sim;;
711;POP.1073;Manual Operacional - Compra e Recebimento de Blocos e Lentes - Tecnolens;;Tecnolens;Procedimento Operacional Padrão;Vinicius Silva;0;19/07/2024;23/07/2024;23/07/2026;22/10/2026;Sim;RECEBIMENTO;"Recebimento
Blocos e Lentes"
712;POP.1075;Manual Operacional - Estoque de Blocos (FIFO) - Grown;Descrever o processo de armazenagem de blocos visando seguir a classificação do Padrão de Qualidade de Referência (PQR) seguindo a Metodologia FIFO para laboratório Grown Optical.;Grown;Procedimento Operacional Padrão;Rubens Paixão;1;24/10/2025;07/11/2025;07/11/2026;05/02/2027;Sim;;
713;POP.1076;Manual Operacional - Embalagem dos Serviços da Montagem - Grown;;Grown;Procedimento Operacional Padrão;Priscila Souza;0;25/07/2024;06/08/2024;06/08/2026;04/11/2026;Sim;;
714;POP.1078;Manual Operacional - Elaboração e Revisão de Documentos;;11-APRENDIZAGEM QUALIEX;Procedimento Operacional Padrão;Nathália Brandão;0;07/08/2024;27/08/2024;27/08/2026;25/11/2026;Sim;;
715;POP.1079;Manual Operacional Pré-Inspeção (Repro);;01-Pré-Inspeção - Preparação;Procedimento Operacional Padrão;Larissa Alves;0;07/08/2024;07/08/2024;07/08/2026;05/11/2026;Sim;;
716;POP.108;Manual Operacional - Forno Essemtec;;04-Cura;Procedimento Operacional Padrão;Taís Flores;3;23/09/2020;04/01/2021;27/10/2025;27/12/2025;Sim;HMC;Forno / Estufa
717;POP.1080;Manual Operacional Pré-Inspeção (Visolab);;01-Pré-Inspeção - Preparação;Procedimento Operacional Padrão;Jaldo Reis;0;08/08/2024;12/08/2024;12/08/2026;10/11/2026;Sim;;
718;POP.1081;Manual Operacional - Inspeção Final - Visolab;;09-Inspeção Final;Procedimento Operacional Padrão;Jaldo Reis;0;08/08/2024;12/08/2024;12/08/2026;10/11/2026;Sim;;
719;POP.1082;Manual Operacional - Embalagem de Lentes - Visolab;;Visolab;Procedimento Operacional Padrão;Jaldo Reis;0;15/08/2024;15/08/2024;14/08/2026;12/11/2026;Sim;;
720;POP.1083;Manual Operacional - Verificação Lux;;Verificação Lux;Procedimento Operacional Padrão;Nathália Brandão;0;16/08/2024;27/08/2024;27/08/2026;25/11/2026;Sim;QUALIDADE;CALIBRAÇÃO
721;POP.1084;Calibracion Operativa - Laser Flash UV;;Laser Flash UV;Procedimento Operacional Padrão;Nathália Brandão;0;03/09/2024;18/09/2024;18/09/2025;17/12/2025;Sim;;
722;POP.1085;Calibração Operacional - Laser Flash UV;;Laser Flash UV;Procedimento Operacional Padrão;Marcelo Bastos;0;05/09/2024;18/09/2024;18/09/2025;17/12/2025;Sim;;
723;POP.1086;Manual Operacional - Calibração do Inspetor Referência;;Inspetor Referência;Procedimento Operacional Padrão;Lucineide Pereira;0;09/09/2024;26/09/2024;26/09/2025;25/12/2026;Sim;;
724;POP.1087;Calibração Operacional - Perpendicularidade - VFT Orbit 1;;VFT Orbit 1;Procedimento Operacional Padrão;Robson Azevedo;0;16/09/2024;18/09/2024;18/09/2025;17/12/2025;Sim;;
725;POP.1088;Manual Operacional - Devolução - Sumaré CD;;Sumaré CD;Procedimento Operacional Padrão;Nathália Brandão;0;16/09/2024;16/09/2024;16/09/2025;15/12/2025;Sim;;
726;POP.1089;Manual Operacional - Triagem de Pedidos da Expedição e Faturamento do Sedex - Grown;;Grown;Procedimento Operacional Padrão;Luis Felipe;0;27/09/2024;14/10/2024;14/10/2025;12/01/2026;Sim;;
727;POP.109;Manual Operacional - Forno Dima;;04-Cura;Procedimento Operacional Padrão;Christiano Silva;4;17/05/2023;17/07/2023;16/07/2026;15/10/2026;Sim;HMC;0
728;POP.1090;Manual Operacional - Importação de Pedidos da Expedição - Grown;;Grown;Procedimento Operacional Padrão;Luis Felipe;0;27/09/2024;14/10/2024;14/10/2025;12/01/2026;Sim;;
729;POP.1091;Manual Operacional - Higienização da Câmara de Trabalho (VFT Orbit 1 e 2) - Technopark;;Technopark;Procedimento Operacional Padrão;Rodrigo Brandão;0;01/10/2024;21/10/2024;21/10/2025;19/01/2026;Sim;;
730;POP.1092;Manual Operacional - Pós-Vendas - Ceditop;;Ceditop;Procedimento Operacional Padrão;Giovana Sturmer;1;09/09/2025;27/09/2025;27/09/2026;26/12/2026;Sim;;
731;POP.1095;Manual Operacional - Chamado de Compras Opex - Repro;;Repro;Procedimento Operacional Padrão;Debora Rocha;0;25/10/2024;28/10/2024;28/10/2025;26/01/2026;Sim;;
732;POP.1096;Manual Operacional - Lançamento de Notas Fiscais (Garantia, Beneficiário e Simples remessa) - Grown;;Grown;Procedimento Operacional Padrão;Maisa Silva;0;29/10/2024;04/11/2024;04/11/2025;02/02/2026;Sim;;
733;POP.1097;Manual Operacional Pré-Inspeção (Grown);;01-Pré-Inspeção - Preparação;Procedimento Operacional Padrão;Bruno Cangussu;1;12/02/2025;12/02/2025;12/02/2026;13/05/2026;Sim;;
734;POP.1098;Manual Operacional - Detector de UV Martinato AM-221N;;04-COLORAÇÃO;Procedimento Operacional Padrão;Renan Barbosa;0;29/10/2024;08/11/2024;08/11/2025;06/02/2026;Sim;;
735;POP.1099;Manual Operacional - Estoque de Lentes Prontas (FIFO) - Grown;;Grown;Procedimento Operacional Padrão;Matheus Gomes;0;31/10/2024;04/11/2024;04/11/2025;02/02/2026;Sim;;
736;POP.1100;Calibração Operacional - VFT Orbit 2i;;VFT Orbit 2i;Procedimento Operacional Padrão;Robson Azevedo;0;31/10/2024;18/11/2024;18/11/2025;16/02/2026;Sim;;
737;POP.1102;Manual Operacional - Operação do Varilux XR - Grown;Descrever o procedimento para operação da produção do produto Varilux XR (G9) no laboratório Grown Optical.;Grown;Procedimento Operacional Padrão;Natalia Silva;1;11/03/2025;25/03/2025;25/03/2026;23/06/2026;Sim;;
738;POP.1103;Manual Operacional - Criação de Local de Estoques de Blocos e Lentes Prontas - Grown;;Grown;Procedimento Operacional Padrão;Rodrigo Silva;0;13/12/2024;13/01/2025;13/01/2026;13/04/2026;Sim;;
739;POP.1104;Manual Operacional - Ajuste de Saldo - Grown;;Grown;Procedimento Operacional Padrão;Rodrigo Silva;0;13/12/2024;13/01/2025;13/01/2026;13/04/2026;Sim;;
740;POP.1105;Manual Operacional – Conferência de Montagem com Gabarito – Repro;;Repro;Procedimento Operacional Padrão;Anderson Smaniotto;0;19/12/2024;26/12/2024;26/12/2025;26/03/2026;Sim;;
741;POP.1106;Manual Operacional - Inventário de Estoques - Grown;;Grown;Procedimento Operacional Padrão;Rodrigo Silva;0;24/12/2024;13/01/2025;13/01/2026;13/04/2026;Sim;;
742;POP.1107;Manual Operacional - Processos e Relatórios de Garantia - Visolab;;Visolab;Procedimento Operacional Padrão;Jaldo Reis;0;10/01/2025;17/02/2025;17/02/2026;18/05/2026;Sim;;
743;POP.1108;Manual Operacional - Fluxo de Entrada de Material na Expedição - Technopark;Fluxo de entrada de materiais para envio ao cliente vindos dos departamentos da Technopark;Technopark;Procedimento Operacional Padrão;Fabrina Souza;0;13/01/2025;21/02/2025;21/02/2026;22/05/2026;Sim;;
744;POP.1109;Manual Operacional - Ações Preventivas e Corretivas Laser Flash UV - Technopark;Ações preventivas e corretivas Laser Flash UV;Technopark;Procedimento Operacional Padrão;Fabrina Souza;1;19/08/2025;05/09/2025;05/09/2026;04/12/2026;Sim;;
745;POP.111;Limpeza do Forno DIMA;POP-2.FOR.06;04-Cura;Procedimento Operacional Padrão;Carlos Anselme;4;03/12/2019;10/12/2019;10/09/2025;10/12/2025;Sim;HMC;0
746;POP.1110;Manual Operacional - Aprovação de quebra - Technopark;Aprovação de Quebra;Technopark;Procedimento Operacional Padrão;Fabrina Souza;0;13/01/2025;21/02/2025;21/02/2026;22/05/2026;Sim;;
747;POP.1112;Manual Operacional – Limpeza de Pipeta - Repro;;Repro;Procedimento Operacional Padrão;Laura Vaz;0;31/01/2025;04/02/2025;04/02/2026;05/05/2026;Sim;;
748;POP.1113;Manual Operacional - Inventário de Estoque - digiTOP;;digiTOP;Procedimento Operacional Padrão;Nickolle Rodrigues;0;11/02/2025;14/02/2025;14/02/2026;15/05/2026;Sim;;
749;POP.1114;Calibração Operacional - Spin MRIII;;05-SPIN;Procedimento Operacional Padrão;Renan Barbosa;0;17/02/2025;20/02/2025;20/02/2026;21/05/2026;Sim;;
750;POP.1115;Manual Operacional - Mapa de Produção Industrial - Tecnolens;;Tecnolens;Procedimento Operacional Padrão;Vinicius Silva;0;19/02/2025;05/03/2025;05/03/2026;03/06/2026;Sim;QUALIDADE;TI
751;POP.1118;Manual Operacional - Montagem de Garra - SCL CDC1000;;01-Pré-Inspeção - Preparação;Procedimento Operacional Padrão;Larissa Alves;0;26/02/2025;09/07/2025;09/07/2026;07/10/2026;Sim;;
752;POP.1119;Manual Operacional - Certificação de Pedidos - Grown;Descrever o procedimento para o processo de certificação de pedidos do laboratório Grown Optical.;Grown;Procedimento Operacional Padrão;Luis Felipe;1;21/10/2025;05/11/2025;05/11/2026;03/02/2027;Sim;;
753;POP.112;Manutenção do Forno Dima;POP-2.FOR.07;04-Cura;Procedimento Operacional Padrão;Robson Soares;3;27/11/2019;13/12/2019;10/09/2025;10/12/2025;Sim;HMC;0
754;POP.1120;Requisição de Insumos - digiTOP;POP - Requisição de Insumos - digiTOP;digiTOP;Procedimento Operacional Padrão;Nickolle Rodrigues;0;13/03/2025;17/03/2025;17/03/2026;15/06/2026;Sim;;
755;POP.1121;Manual Operacional - Conferência Final da Surfaçagem - Grown;Descrever o procedimento de conferência final dos pedidos da surfaçagem do laboratório Grown Optical.;Grown;Procedimento Operacional Padrão;Silvio Silva;0;17/03/2025;08/05/2025;08/05/2026;06/08/2026;Sim;;
756;POP.1122;Manual Operacional - Armazenamento de blocos e lentes no estoque - Visolab;;Visolab;Procedimento Operacional Padrão;Jaldo Reis;0;18/03/2025;02/05/2025;02/05/2026;31/07/2026;Sim;;
757;POP.1124;Procedimento Ordem de Serviço - Fracttal;;00-Fracttal;Procedimento Operacional Padrão;Rodrigo Brandão;0;29/04/2025;09/06/2025;09/06/2026;07/09/2026;Sim;;
758;POP.1125;Manual Operacional - Lançamentos de Notas Fiscais (Tratamento Antirreflexo) - digiTOP;Lançamentos de Notas Fiscais (Tratamento Antirreflexo) - digiTOP;digiTOP;Procedimento Operacional Padrão;Nickolle Rodrigues;0;30/04/2025;07/05/2025;07/05/2026;05/08/2026;Sim;;
759;POP.1126;Manual Operacional - Inspeção Final - Grown;Descrever o procedimento de inspeção final e retrabalho das lentes no processo de produção do HMC pelo laboratório Grown Optical;09-Inspeção Final;Procedimento Operacional Padrão;Silvio Silva;0;30/04/2025;10/07/2025;10/07/2026;08/10/2026;Sim;;
760;POP.1127;Manual Operacional - Armazenagem - Sumaré CD;;Sumaré CD;Procedimento Operacional Padrão;Denise Miranda;1;16/05/2025;17/06/2025;17/06/2026;15/09/2026;Sim;;
761;POP.1128;Manual Operacional - Embalagem - Sumaré CD;;Sumaré CD;Procedimento Operacional Padrão;Denise Miranda;1;10/07/2025;14/07/2025;14/07/2026;12/10/2026;Sim;;
762;POP.1129;Manual Operacional - Etiqueta de Identificação Exportação - Sumaré CD;Novo arquivo no sistema - Fluxo Iniciado;Sumaré CD;Procedimento Operacional Padrão;Denise Miranda;0;14/05/2025;15/05/2025;15/05/2026;17/07/2026;Sim;;
763;POP.113;Limpeza e Manutenção - Forno Essemtec;;04-Cura;Procedimento Operacional Padrão;Marília Novais;4;02/09/2022;03/11/2022;19/01/2026;18/04/2026;Sim;HMC;Forno / Estufa
764;POP.1130;Serviços de Garantia - Visolab;;Visolab;Procedimento Operacional Padrão;Jaldo Reis;2;21/05/2025;29/05/2025;29/05/2026;27/08/2026;Sim;;
765;POP.1132;Limpieza del sistema de pulido centralizado;;00-General;Procedimento Operacional Padrão;Pauline Gomez;0;03/06/2025;10/06/2025;10/06/2026;08/09/2026;Sim;;
766;POP.1133;Limpeza do sistema de polimento centralizado;;00-Geral;Procedimento Operacional Padrão;Pauline Gomez;0;03/06/2025;10/06/2025;10/06/2026;08/09/2026;Sim;;
767;POP.1134;Manual Operacional - Bazel HC6 - Lab Rio;;LabRio;Procedimento Operacional Padrão;Jéssica de Aquino;0;04/06/2025;10/06/2025;10/06/2026;08/09/2026;Sim;;
768;POP.1135;Manual Operacional - Retrabalho Surfaçagem - Lab Rio;;LabRio;Procedimento Operacional Padrão;Jéssica de Aquino;0;04/06/2025;10/06/2025;10/06/2026;08/09/2026;Sim;;
769;POP.1136;Limpeza e Manutenção - Bazell HC6 - Lab Rio;;LabRio;Procedimento Operacional Padrão;Jéssica de Aquino;0;04/06/2025;10/06/2025;10/06/2026;08/09/2026;Sim;;
770;POP.1137;Limpeza e Manutenção - Slurry System - Lab Rio;;LabRio;Procedimento Operacional Padrão;Jéssica de Aquino;0;04/06/2025;10/06/2025;10/06/2026;08/09/2026;Sim;;
771;POP.1138;Limpeza e Manutenção da Derretedora de Alloy - Lab Rio;;LabRio;Procedimento Operacional Padrão;Jéssica de Aquino;0;04/06/2025;10/06/2025;10/06/2026;08/09/2026;Sim;;
772;POP.1139;Manual Operacional - Digitação para Pré-Produção Lab Rio;;LabRio;Procedimento Operacional Padrão;Vanessa Santana da Silva;0;04/06/2025;10/06/2025;10/06/2026;08/08/2026;Sim;;
773;POP.114;Controle de Parâmetros - Forno Essemtec;;04-Cura;Procedimento Operacional Padrão;Lucineide Pereira;2;27/11/2019;22/02/2022;10/08/2026;09/11/2026;Sim;HMC;Forno / Estufa
774;POP.1141;Manual Operacional - Conferência de Pedidos Manual - Sumaré CD;Emissão Inicial;Sumaré CD;Procedimento Operacional Padrão;Denise Miranda;0;17/06/2025;14/07/2025;14/07/2026;12/10/2026;Sim;;
775;POP.1142;Manual Operacional - Controle de Quantidade de Quebras - Grown;Descrever o processo padronizado para acompanhar a quantidade de quebras do laboratório Grown  Optical.;Grown;Procedimento Operacional Padrão;Rodrigo Silva;0;24/06/2025;29/08/2025;29/08/2026;27/11/2026;Sim;;
776;POP.1143;Manual Operacional – Lançamento de Notas Fiscais (Tratamento Antirreflexo) – Optilab;;Optilab;Procedimento Operacional Padrão;Nickolle Rodrigues;0;26/06/2025;09/07/2025;09/07/2026;07/10/2026;Sim;;
777;POP.1144;Manual Operacional - Conferência de Pedidos Automática - Sumaré CD;Emissão Inicial;Sumaré CD;Procedimento Operacional Padrão;Denise Miranda;0;07/07/2025;14/07/2025;14/07/2026;12/10/2026;Sim;;
778;POP.1145;Salvar Resultados dos Testes de HC - Lab Rio;;LabRio;Procedimento Operacional Padrão;Renan Barbosa;0;08/07/2025;14/07/2025;14/07/2026;12/10/2026;Sim;;
779;POP.1146;Remoção da Camada de Proteção do Antirreflexo (Blue Pad) - Lab Rio;;LabRio;Procedimento Operacional Padrão;Renan Barbosa;0;09/07/2025;14/07/2025;14/07/2026;12/10/2026;Sim;;
780;POP.1147;Simulação de Documento;;Backup;Procedimento Operacional Padrão;Jessika Menacho;0;10/07/2025;10/07/2025;10/07/2026;08/10/2026;Sim;;
781;POP.1148;Manual Operacional - Recebimento Matéria-Prima e Insumos - Sumaré Laboratório;Emissão Inicial;Sumaré Laboratório;Procedimento Operacional Padrão;Denise Miranda;0;18/07/2025;24/07/2025;24/07/2026;22/10/2026;Sim;;
782;POP.1150;Manual Operacional - Lançamento de Quebras e Defeito de Bloco - digiTOP;;digiTOP;Procedimento Operacional Padrão;Nickolle Rodrigues;0;02/08/2025;05/08/2025;05/08/2026;03/11/2026;Sim;;
783;POP.1151;Manual Operacional - Manutenção Iogun - Mark I;POP para orientação na Manutenção do Iogun Mark I;00-Geral AR;Procedimento Operacional Padrão;Alexander Mendes;0;05/08/2025;28/08/2025;28/08/2026;26/11/2026;Sim;;
784;POP.1154;POP.Manual Operacional-  Cálculo de Serviços- Ceditop;;Ceditop;Procedimento Operacional Padrão;Leticia Santos;0;11/08/2025;05/09/2025;05/09/2026;04/12/2026;Sim;;
785;POP.1156;Manual Operacional - Limpeza das Evaporadoras - Grown;;00-Geral AR;Procedimento Operacional Padrão;Bruno Cangussu;0;14/08/2025;29/08/2025;29/08/2026;27/11/2026;Sim;;
786;POP.1157;Manual Operacional - Retirada de Serviço no Balcão - Repro;;Repro;Procedimento Operacional Padrão;Debora Rocha;1;21/08/2025;27/08/2025;27/08/2026;25/11/2026;Sim;;
787;POP.1158;Expedição, Faturamento e Envio de Pedidos - Repro;;Repro;Procedimento Operacional Padrão;Debora Rocha;1;21/08/2025;27/08/2025;27/08/2026;25/11/2026;Sim;;
788;POP.1159;Manual Operacional - Quebras de Armação - Repro;;Repro;Procedimento Operacional Padrão;Laura Vaz;0;20/08/2025;29/08/2025;29/08/2026;27/11/2026;Sim;;
789;POP.1160;Manual Operacional - Reembolso de  Armação - Technopark;Manual Operacional , descevendo o procedimento como realizar a devolução do valor de custo da armação do cliente , em caso de extravios no transporte , ou danificação do produto devido manuseio incorreto (peça quebrada)  no laboratório.;Technopark;Procedimento Operacional Padrão;Rodrigo Lima;0;22/08/2025;30/10/2025;30/10/2026;28/01/2027;Sim;;
790;POP.1161;Perda e danificação de propriedade do Cliente - Tecnolens;Procedimento que visa descrever as ações necessárias em relação às propriedades dos clientes em caso de perdas e danificação;Tecnolens;Procedimento Operacional Padrão;Vinicius Silva;0;29/08/2025;12/09/2025;12/09/2026;11/12/2026;Sim;Atendimento;0
791;POP.1162;Reposição de Estoque - Tecnolens;Procedimento voltado para descrição da reposição de insumos;Tecnolens;Procedimento Operacional Padrão;Vinicius Silva;0;01/09/2025;12/09/2025;12/09/2026;11/12/2026;Sim;Estoque;Reposição de Estoque
792;POP.1178;Manual Operacional - Inventário de Estoque - Optilab;;Optilab;Procedimento Operacional Padrão;Nickolle Rodrigues;0;02/10/2025;13/10/2025;13/10/2026;11/01/2027;Sim;;
793;POP.1180;Manual Operacional – Inicio e Término de Separação do Estoque de Blocos - Grown;;Grown;Procedimento Operacional Padrão;Rubens Paixão;0;14/10/2025;28/10/2025;28/10/2026;26/01/2027;Sim;;
794;POP.119;Insumos para FOG-ID;DR-2.FOG.07 -;07-FOG;Procedimento Operacional Padrão;Vagner Domingos;3;22/02/2019;22/02/2019;;;Não;HMC;0
795;POP.1190;Manual Operacional - Recebimento de Mercadoria - Repro;;Repro;Procedimento Operacional Padrão;Debora Rocha;0;21/11/2025;26/11/2025;26/11/2026;24/02/2027;Sim;;
796;POP.1191;Manual Operacional - Armazenamento de Mercadoria - Repro;;Repro;Procedimento Operacional Padrão;Debora Rocha;0;21/11/2025;26/11/2025;26/11/2026;24/02/2027;Sim;;
797;POP.120;Materiais para FOG-ID;DR-2.FOG.08 -;07-FOG;Procedimento Operacional Padrão;Vagner Domingos;1;22/02/2019;22/02/2019;;;Não;HMC;0
798;POP.123;Padrão de Qualidade do FOG-ID;LUP-2.FOG.06 -;07-FOG;Procedimento Operacional Padrão;Vagner Domingos;1;22/02/2019;22/02/2019;11/11/2025;11/02/2026;Não;HMC;"Inspeção Final: 
Controle Final"
799;POP.125;Manual Operacional - 3DT FOG-ID;;07-FOG;Procedimento Operacional Padrão;Evellyn Santos;3;29/11/2023;28/12/2023;27/12/2025;27/03/2026;Sim;HMC;"Inspeção Final: 
Controle Final"
800;POP.132;Limpeza e Manutenção - CCM Mithril 1.5;;CCM;Procedimento Operacional Padrão;Christiano Silva;6;19/04/2024;25/04/2024;24/04/2026;24/07/2026;Sim;HMC;0
801;POP.138;Manual Operacional - CCM Mithril 1.5;manual operacional para utilização da CCM;CCM;Procedimento Operacional Padrão;Nathália Brandão;3;18/09/2019;23/02/2021;02/02/2026;02/05/2026;Sim;HMC;0
802;POP.142;Limpeza e Manutenção da D9-DP e  D9-PAC;POP-2.D09.04 -;D9 DP;Procedimento Operacional Padrão;Carlos Anselme;3;04/12/2019;19/12/2019;03/01/2026;02/05/2026;Sim;;
803;POP.146;Descontaminação do Sistema de Água DI - D13;;D13;Procedimento Operacional Padrão;Carlos Anselme;3;02/12/2019;04/12/2020;19/01/2026;19/04/2026;Sim;;
804;POP.148;Manual Operacional – D13 (Mithril 1.6);;D13;Procedimento Operacional Padrão;Felipe Costa;2;30/06/2023;27/10/2023;26/10/2025;24/01/2026;Sim;;
805;POP.149;Limpeza e Manutenção da D13;POP-2.D13.06 -;D13;Procedimento Operacional Padrão;Carlos Anselme;3;18/12/2019;19/12/2019;16/04/2026;15/07/2026;Sim;;
806;POP.150;Preparação de Químicos – D13 (Mithril 1.6);;D13;Procedimento Operacional Padrão;Felipe Costa;5;30/06/2023;15/07/2024;15/07/2026;14/10/2026;Sim;;
807;POP.152;Limpeza e Manutenção – D645 (Mithril 1.6);;D645;Procedimento Operacional Padrão;Christiano Silva;6;17/05/2023;31/01/2024;30/01/2025;12/02/2026;Sim;;
808;POP.155;Preparação de Químicos – D645 (Mithril 1.6);;D645;Procedimento Operacional Padrão;Christiano Silva;6;12/02/2025;30/05/2025;30/05/2026;28/08/2026;Sim;;
809;POP.156;Manual Operacional – D645 (Mithril 1.6);;D645;Procedimento Operacional Padrão;Christiano Silva;5;12/02/2025;30/05/2025;30/05/2026;28/08/2026;Sim;;
810;POP.157;Fluxo do HC;FL-2.HCE.00;00-Geral HC;Procedimento Operacional Padrão;Vagner Domingos;1;26/02/2019;26/02/2019;;;Não;HMC;Antirrisco: Destratamento e Verniz
811;POP.159;Manual Operacional - Jateamento CMV;;06-Jateamento;Procedimento Operacional Padrão;Renan Barbosa;5;19/09/2024;16/10/2024;16/10/2025;14/01/2026;Sim;HMC;Antirreflexo
812;POP.160;Limpeza e Manutenção - Jateamento CMV;;06-Jateamento;Procedimento Operacional Padrão;Renan Barbosa;4;01/06/2023;17/07/2023;16/07/2026;15/10/2026;Sim;HMC;Antirreflexo
813;POP.164;Limpeza e Manutenção - CTA Automática 25L;;CTA Automática;Procedimento Operacional Padrão;Marília Novais;5;23/09/2022;20/05/2024;20/05/2026;19/08/2026;Sim;;
814;POP.165;Manual Operacional - CTA Automática 25L;;CTA Automática;Procedimento Operacional Padrão;Marília Novais;4;02/09/2022;03/10/2023;02/10/2025;31/12/2025;Sim;;
815;POP.196;Retirada do Antirreflexo com Alkalisol BFA (Ingenchem);;00-Geral Destratamento;Procedimento Operacional Padrão;Solange Viana;4;27/04/2022;11/05/2022;10/08/2026;09/11/2026;Sim;HMC;Antirrisco: Destratamento e Verniz
816;POP.210;Materiais e Peças de Instalação HMC;DR-2.HMC.01 -;00-Geral HMC;Procedimento Operacional Padrão;Carlos Anselme;2;04/12/2019;20/09/2022;20/09/2025;19/01/2026;Não;HMC;0
817;POP.211;Matriz Troubleshooting HMC;DR-2.HMC.03 -;00-Troubleshooting;Procedimento Operacional Padrão;Fábio Silva;2;07/08/2019;13/12/2019;19/02/2026;20/05/2026;Não;HMC;0
818;POP.212;Padrão de Água;DR-2.HMC.04 -;00-Geral HC;Procedimento Operacional Padrão;Vagner Domingos;3;26/02/2019;26/02/2019;;;Não;HMC;"Antirrisco:
Prep. de Químicos e Manutenção"
819;POP.213;Troubleshooting HMC;POP 2.HMC.02-;00-Troubleshooting;Procedimento Operacional Padrão;Fábio Silva;2;07/08/2019;26/11/2019;17/02/2026;17/05/2026;Não;HMC;0
820;POP.214;Chiller;POP-2.MAN.01;Utilidades;Procedimento Operacional Padrão;Fábio Silva;3;07/08/2019;12/12/2019;20/07/2025;30/11/2025;Sim;MAN. HMC;CHILLER
821;POP.216;Manual Operacional Pré (MG);POP-2.PRE.12_;01-Pré-Inspeção - Preparação;Procedimento Operacional Padrão;Vagner Domingos;4;18/03/2020;19/08/2020;01/06/2024;02/09/2026;Sim;HMC;0
822;POP.241;Montagem de Garra (16 e 32 Lentes);;01-Pré-Inspeção - Preparação;Procedimento Operacional Padrão;Evellyn Santos;8;10/02/2025;30/05/2025;30/05/2026;28/08/2026;Sim;HMC;Antirrisco: Destratamento e Verniz
823;POP.242;Fluxo de Retonos Garantias e Laudos - Coatings;FL-2.QLD.01 -;Laudos;Procedimento Operacional Padrão;Vagner Domingos;1;27/02/2019;27/02/2019;10/08/2026;09/11/2026;Sim;;
824;POP.251;CRITÉRIOS PARA MONITORAMENTO DE PROCESSOS DO ORMA, MITHRIL 1.5, CRIZAL PREVENCIA SNO2 (Cx), CRIZAL FORTE UV DSX2 (Cc) (2);DR-2.CQE.43 -;00-Controle do Processo HMC;Procedimento Operacional Padrão;Vagner Domingos;2;27/02/2019;27/02/2019;;;Não;HMC;0
825;POP.253;Curva Teórica Crizal Prevencia M1.5;DR-2.CQE.45 -;00-Curvas de Antirreflexo;Procedimento Operacional Padrão;Dalson Souza;4;20/05/2022;20/09/2022;20/09/2025;19/12/2025;Sim;HMC;0
826;POP.254;CRITÉRIOS PARA MONITORAMENTO DE PROCESSOS DO ANTIRREFLEXO DO ORMA, MITHRIL 1.5, OPTIFOG UV;DR-2.CQE.48 -;00-Controle do Processo HMC;Procedimento Operacional Padrão;Vagner Domingos;1;27/02/2019;27/02/2019;;;Não;HMC;0
827;POP.255;CRITÉRIOS PARA MONITORAMENTO DE PROCESSOS DO ORMA, MITHRIL 1.5, TRIO EASY CLEAN UV;DR-2.CQE.49 -;00-Controle do Processo HMC;Procedimento Operacional Padrão;Vagner Domingos;1;27/02/2019;27/02/2019;;;Não;HMC;0
828;POP.256;Fluxo Testes Qualidade AR;;Testes AR;Procedimento Operacional Padrão;Lucineide Pereira;11;09/04/2024;11/04/2024;13/04/2026;13/07/2026;Sim;HMC;Teste de Qualidade AR
829;POP.257;Carregamento Crizal UV;LUP-2.A12.01;00-Geral AR;Procedimento Operacional Padrão;Vagner Domingos;1;27/02/2019;27/02/2019;;;Não;HMC;Antirreflexo
830;POP.258;Definições e Ordem de Grandeza do SMR;LUP-2.CQE.17_;Testes AR;Procedimento Operacional Padrão;Vagner Domingos;2;27/02/2019;27/02/2019;;;Não;HMC;Teste de Qualidade AR
831;POP.262;Teste da Borracha - NX 10;;Testes AR;Procedimento Operacional Padrão;Jessika Menacho;8;19/04/2021;15/10/2021;15/10/2022;09/11/2026;Sim;HMC;Teste de Qualidade AR
832;POP.263;Teste do Sal - RCO2;;Testes AR;Procedimento Operacional Padrão;Jessika Menacho;12;24/04/2025;30/05/2025;30/05/2026;28/08/2026;Sim;HMC;Teste de Qualidade AR
833;POP.264;Teste Caneta (Ink Test);;Testes AR;Procedimento Operacional Padrão;Lucineide Pereira;11;08/08/2023;11/08/2023;10/08/2026;09/11/2026;Sim;HMC;Teste de Qualidade AR
834;POP.266;Teste Bola de Plasma;;Testes AR;Procedimento Operacional Padrão;Lucineide Pereira;11;09/08/2023;11/08/2023;10/08/2026;09/11/2026;Sim;HMC;Teste de Qualidade AR
